  ^28/*28$ ^ымыӈ/*ымыӈ$
   ^1/*1$ ^гэрэмкыԓьэтԓин/*гэрэмкыԓьэтԓин$
   ^1/*1$ ^гэръэԓин/*гэръэԓин$
   ^1/*1$ ^гэргывъигъи/*гэргывъигъи$
   ^1/*1$ ^гэпирӄыԓин/*гэпирӄыԓин$
   ^1/*1$ ^гэнымӄытвэтԓин/*гэнымӄытвэтԓин$
   ^1/*1$ ^гэнутэӄитпэвԓин/*гэнутэӄитпэвԓин$
   ^1/*1$ ^гэнутэкэмԓитԓин/*гэнутэкэмԓитԓин$
   ^1/*1$ ^гэнйычгыткувԓинэт/*гэнйычгыткувԓинэт$
   ^1/*1$ ^гэнйигычгэвԓин/*гэнйигычгэвԓин$
   ^1/*1$ ^гэнирэтԓин/*гэнирэтԓин$
   ^1/*1$ ^гэнанԓыԓяпыԓмаватэгыт/*гэнанԓыԓяпыԓмаватэгыт$
   ^1/*1$ ^гэнанъотавэгыт/*гэнанъотавэгыт$
   ^1/*1$ ^гэмэчынпыткэвԓин/*гэмэчынпыткэвԓин$
   ^1/*1$ ^гэмэчтъирэԓин/*гэмэчтъирэԓин$
   ^1/*1$ ^гэмитъэйвыпԓыткуԓинэт/*гэмитъэйвыпԓыткуԓинэт$
   ^1/*1$ ^гэкэӈэ/*гэкэӈэ$
   ^1/*1$ ^гэкэӈвыргыргыԓьын/*гэкэӈвыргыргыԓьын$
   ^1/*1$ ^гэкымъукэтысӄычетԓин/*гэкымъукэтысӄычетԓин$
   ^1/*1$ ^гэйӄынвыргыргыԓьэвэ/*гэйӄынвыргыргыԓьэвэ$
   ^1/*1$ ^гэйӄивыԓьэтэ/*гэйӄивыԓьэтэ$
   ^1/*1$ ^гэйгуԓенмури/*гэйгуԓенмури$
   ^1/*1$ ^гэетԓин/*гэетԓин$
   ^1/*1$ ^гэгэргычьусӄычевԓин/*гэгэргычьусӄычевԓин$
   ^1/*1$ ^гэгъевԓинэт/*гэгъевԓинэт$
   ^1/*1$ ^гэгтыткуԓинэт/*гэгтыткуԓинэт$
   ^1/*1$ ^гэгмиӈэтыԓьэтԓин/*гэгмиӈэтыԓьэтԓин$
   ^1/*1$ ^гэвмиӈэтԓинэт/*гэвмиӈэтԓинэт$
   ^1/*1$ ^гэвинвынинъэйвыткуԓинэт/*гэвинвынинъэйвыткуԓинэт$
   ^1/*1$ ^гыԓгыкинэт/*гыԓгыкинэт$
   ^1/*1$ ^гыым/*гыым$
   ^1/*1$ ^гытэӈъяаԓьын/*гытэӈъяаԓьын$
   ^1/*1$ ^гытъэквъи/*гытъэквъи$
   ^1/*1$ ^гытъэ/*гытъэ$
   ^1/*1$ ^гытъыԓьын/*гытъыԓьын$
   ^1/*1$ ^гытоԓынкы/*гытоԓынкы$
   ^1/*1$ ^гытокаԓеԓьын/*гытокаԓеԓьын$
   ^1/*1$ ^гытокаԓет/*гытокаԓет$
   ^1/*1$ ^гыткъэвыӈ/*гыткъэвыӈ$
   ^1/*1$ ^гыткатъымӄопӄа/*гыткатъымӄопӄа$
   ^1/*1$ ^гыткамԓягъэ/*гыткамԓягъэ$
   ^1/*1$ ^гыткамчаткойвынэн/*гыткамчаткойвынэн$
   ^1/*1$ ^гытиӈӈэв/*гытиӈӈэв$
   ^1/*1$ ^гытгыԓӄатыӈогъэ/*гытгыԓӄатыӈогъэ$
   ^1/*1$ ^гытгыԓӄатык/*гытгыԓӄатык$
   ^1/*1$ ^гытгийӈын/*гытгийӈын$
   ^1/*1$ ^гытамыӈ/*гытамыӈ$
   ^1/*1$ ^гыръоԓьыԓӄыԓ/*гыръоԓьыԓӄыԓ$
   ^1/*1$ ^гынэнӈавъанма/*гынэнӈавъанма$
   ^1/*1$ ^гыныкӈэвъэнэ/*гыныкӈэвъэнэ$
   ^1/*1$ ^гыныгмиԓ/*гыныгмиԓ$
   ^1/*1$ ^гынтэвыԓьыт/*гынтэвыԓьыт$
   ^1/*1$ ^гынтэвыԓьын/*гынтэвыԓьын$
   ^1/*1$ ^гынтэвкы/*гынтэвкы$
   ^1/*1$ ^гынтавтыԓяма/*гынтавтыԓяма$
   ^1/*1$ ^гынрырэтыԓьэ/*гынрырэтыԓьэ$
   ^1/*1$ ^гынрыру/*гынрыру$
   ^1/*1$ ^гынрыратын/*гынрыратын$
   ^1/*1$ ^гынръам/*гынръам$
   ^1/*1$ ^гынраӄ/*гынраӄ$
   ^1/*1$ ^гынонатынво/*гынонатынво$
   ^1/*1$ ^гынникууръыт/*гынникууръыт$
   ^1/*1$ ^гынникгиԓиԓьигыт/*гынникгиԓиԓьигыт$
   ^1/*1$ ^гынинэт/*гынинэт$
   ^1/*1$ ^гынанчеӈэт/*гынанчеӈэт$
   ^1/*1$ ^гымыгъярамэԓ/*гымыгъярамэԓ$
   ^1/*1$ ^гымыгтумгык/*гымыгтумгык$
   ^1/*1$ ^гымыгнотагты/*гымыгнотагты$
   ^1/*1$ ^гымыгмиԓ/*гымыгмиԓ$
   ^1/*1$ ^гымръам/*гымръам$
   ^1/*1$ ^гымраӄ/*гымраӄ$
   ^1/*1$ ^гымнинэйгыт/*гымнинэйгыт$
   ^1/*1$ ^гымнанчиӄай/*гымнанчиӄай$
   ^1/*1$ ^гымнанчинит/*гымнанчинит$
   ^1/*1$ ^гъыԓпэӈкэтԓин/*гъыԓпэӈкэтԓин$
   ^1/*1$ ^гъыръунтэтԓин/*гъыръунтэтԓин$
   ^1/*1$ ^гъурэтԓин/*гъурэтԓин$
   ^1/*1$ ^гъорааӄӄагԓен/*гъорааӄӄагԓен$
   ^1/*1$ ^гъарэԓен/*гъарэԓен$
   ^1/*1$ ^гуткучитԓин/*гуткучитԓин$
   ^1/*1$ ^гутгытвиԓин/*гутгытвиԓин$
   ^1/*1$ ^гурэгынтэвыԓьэтԓин/*гурэгынтэвыԓьэтԓин$
   ^1/*1$ ^гувэрантайгым/*гувэрантайгым$
   ^1/*1$ ^грэпти/*грэпти$
   ^1/*1$ ^гомакатчаԓен/*гомакатчаԓен$
   ^1/*1$ ^гичивэтыԓьигым/*гичивэтыԓьигым$
   ^1/*1$ ^гирԓин/*гирԓин$
   ^1/*1$ ^гинэԓгыԓин/*гинэԓгыԓин$
   ^1/*1$ ^гинэнӈивыԓин/*гинэнӈивыԓин$
   ^1/*1$ ^гинэнэювԓин/*гинэнэювԓин$
   ^1/*1$ ^гинэмыԓкичитԓинэт/*гинэмыԓкичитԓинэт$
   ^1/*1$ ^гиничгытԓин/*гиничгытԓин$
   ^1/*1$ ^гимԓыттъыԓин/*гимԓыттъыԓин$
   ^1/*1$ ^гимԓыттъивыԓин/*гимԓыттъивыԓин$
   ^1/*1$ ^гимтиԓӄытԓинэт/*гимтиԓӄытԓинэт$
   ^1/*1$ ^гик/*гик$
   ^1/*1$ ^гивысӄивԓин/*гивысӄивԓин$
   ^1/*1$ ^гивигъи/*гивигъи$
   ^1/*1$ ^гаԓятыԓяԓьын/*гаԓятыԓяԓьын$
   ^1/*1$ ^гаԓьоԓӄыԓма/*гаԓьоԓӄыԓма$
   ^1/*1$ ^гаԓыматԓен/*гаԓыматԓен$
   ^1/*1$ ^гаԓгэӄэвъяӈӈоԓен/*гаԓгэӄэвъяӈӈоԓен$
   ^1/*1$ ^гаԓгэӄамэтваԓьатԓен/*гаԓгэӄамэтваԓьатԓен$
   ^1/*1$ ^гаԓгэтъыԓыӈоԓен/*гаԓгэтъыԓыӈоԓен$
   ^1/*1$ ^гаԓгэтагнымытваӈӈоԓенат/*гаԓгэтагнымытваӈӈоԓенат$
   ^1/*1$ ^гаԓгэпэчасӄэвԓен/*гаԓгэпэчасӄэвԓен$
   ^1/*1$ ^гаԓгэмԓытвэԓен/*гаԓгэмԓытвэԓен$
   ^1/*1$ ^гаԓгэмэрэсӄычьовԓен/*гаԓгэмэрэсӄычьовԓен$
   ^1/*1$ ^гаԓгэкытгынтатыԓьатԓен/*гаԓгэкытгынтатыԓьатԓен$
   ^1/*1$ ^гаԓгэкоргавԓенат/*гаԓгэкоргавԓенат$
   ^1/*1$ ^гаԓгэйӈаръочгатԓен/*гаԓгэйӈаръочгатԓен$
   ^1/*1$ ^гаԓгэгмэӈатыӈоԓен/*гаԓгэгмэӈатыӈоԓен$
   ^1/*1$ ^гаԓгомавԓен/*гаԓгомавԓен$
   ^1/*1$ ^гаԓгаӄаԓгыӄагтэ/*гаԓгаӄаԓгыӄагтэ$
   ^1/*1$ ^гаԓгаӄай/*гаԓгаӄай$
   ^1/*1$ ^гаԓганӈэнайпыԓенат/*гаԓганӈэнайпыԓенат$
   ^1/*1$ ^гаԓвавэръэпыръоԓенат/*гаԓвавэръэпыръоԓенат$
   ^1/*1$ ^гаӈаԓвыԓьыма/*гаӈаԓвыԓьыма$
   ^1/*1$ ^гаӈавкэргыпԓен/*гаӈавкэргыпԓен$
   ^1/*1$ ^гаӄԓявыԓятԓен/*гаӄԓявыԓятԓен$
   ^1/*1$ ^гаӄонӄаԓятԓен/*гаӄонӄаԓятԓен$
   ^1/*1$ ^гаӄогԓегныматваԓен/*гаӄогԓегныматваԓен$
   ^1/*1$ ^гаӄачайыръыма/*гаӄачайыръыма$
   ^1/*1$ ^гаӄапԓёнмыԓен/*гаӄапԓёнмыԓен$
   ^1/*1$ ^гаёԓен/*гаёԓен$
   ^1/*1$ ^гаёйгыт/*гаёйгыт$
   ^1/*1$ ^гаяаԓен/*гаяаԓен$
   ^1/*1$ ^гачасӄэвнэн/*гачасӄэвнэн$
   ^1/*1$ ^гачакэтта/*гачакэтта$
   ^1/*1$ ^гатԓяпыԓмавэгыт/*гатԓяпыԓмавэгыт$
   ^1/*1$ ^гатԓыръоԓенат/*гатԓыръоԓенат$
   ^1/*1$ ^гатԓе/*гатԓе$
   ^1/*1$ ^гатэргыръоԓенат/*гатэргыръоԓенат$
   ^1/*1$ ^гатынвыԓен/*гатынвыԓен$
   ^1/*1$ ^гатваԓьатԓен/*гатваԓьатԓен$
   ^1/*1$ ^гатаӈпэраԓен/*гатаӈпэраԓен$
   ^1/*1$ ^гатагтамӈэвыԓен/*гатагтамӈэвыԓен$
   ^1/*1$ ^гатагнымытваӈӈоԓенат/*гатагнымытваӈӈоԓенат$
   ^1/*1$ ^гарэӈамъятыӈоԓенат/*гарэӈамъятыӈоԓенат$
   ^1/*1$ ^гарынгыпатԓен/*гарынгыпатԓен$
   ^1/*1$ ^гараӈӈытайгыт/*гараӈӈытайгыт$
   ^1/*1$ ^гараӄыткэԓен/*гараӄыткэԓен$
   ^1/*1$ ^гараӄоратвайгыт/*гараӄоратвайгыт$
   ^1/*1$ ^гарачвынԓенат/*гарачвынԓенат$
   ^1/*1$ ^гарамԓытвэнԓен/*гарамԓытвэнԓен$
   ^1/*1$ ^гарамаԓытванӈыԓен/*гарамаԓытванӈыԓен$
   ^1/*1$ ^гапэчаткоԓенат/*гапэчаткоԓенат$
   ^1/*1$ ^гапытӄытэргыръоԓенат/*гапытӄытэргыръоԓенат$
   ^1/*1$ ^гапойгыԓьатԓен/*гапойгыԓьатԓен$
   ^1/*1$ ^гапойгытагрыԓен/*гапойгытагрыԓен$
   ^1/*1$ ^ганԓыпԓятԓенат/*ганԓыпԓятԓенат$
   ^1/*1$ ^ганԓыпԓятԓен/*ганԓыпԓятԓен$
   ^1/*1$ ^ганӄойвэнтовыԓьатԓен/*ганӄойвэнтовыԓьатԓен$
   ^1/*1$ ^ганытԓяпыԓмаватэгыт/*ганытԓяпыԓмаватэгыт$
   ^1/*1$ ^ганымыԓӄыкваԓен/*ганымыԓӄыкваԓен$
   ^1/*1$ ^ганъатчавԓен/*ганъатчавԓен$
   ^1/*1$ ^гантэргыръовԓен/*гантэргыръовԓен$
   ^1/*1$ ^гантымӈэватԓен/*гантымӈэватԓен$
   ^1/*1$ ^гантосӄычатԓен/*гантосӄычатԓен$
   ^1/*1$ ^ганрыԓгаԓятԓен/*ганрыԓгаԓятԓен$
   ^1/*1$ ^ганпыначгыма/*ганпыначгыма$
   ^1/*1$ ^ганоԓятъевыԓен/*ганоԓятъевыԓен$
   ^1/*1$ ^ганмэгыт/*ганмэгыт$
   ^1/*1$ ^ганкытгынтавԓен/*ганкытгынтавԓен$
   ^1/*1$ ^ганвакъовԓен/*ганвакъовԓен$
   ^1/*1$ ^гамӈыԓёԓен/*гамӈыԓёԓен$
   ^1/*1$ ^гамэмыԓёԓьатԓен/*гамэмыԓёԓьатԓен$
   ^1/*1$ ^гамчытвэпчыткоԓенат/*гамчытвэпчыткоԓенат$
   ^1/*1$ ^гамгаԓявтыԓӄыеквэ/*гамгаԓявтыԓӄыеквэ$
   ^1/*1$ ^гамгарагты/*гамгарагты$
   ^1/*1$ ^гамганымыткойпы/*гамганымыткойпы$
   ^1/*1$ ^гамгагаԓяԓьэты/*гамгагаԓяԓьэты$
   ^1/*1$ ^гамайӈыкоргавԓенат/*гамайӈыкоргавԓенат$
   ^1/*1$ ^гамайӈыкоргавԓен/*гамайӈыкоргавԓен$
   ^1/*1$ ^гакэрма/*гакэрма$
   ^1/*1$ ^гакытгынтыйъоԓен/*гакытгынтыйъоԓен$
   ^1/*1$ ^гакытайыръынтоԓен/*гакытайыръынтоԓен$
   ^1/*1$ ^гакоргыӄоԓентоԓен/*гакоргыӄоԓентоԓен$
   ^1/*1$ ^гакоргавԓенат/*гакоргавԓенат$
   ^1/*1$ ^гакоргавԓен/*гакоргавԓен$
   ^1/*1$ ^гаканйы/*гаканйы$
   ^1/*1$ ^гакавкэёԓен/*гакавкэёԓен$
   ^1/*1$ ^гакааʼчгыпԓен/*гакааʼчгыпԓен$
   ^1/*1$ ^гайӄыӄоԓема/*гайӄыӄоԓема$
   ^1/*1$ ^гайӄытаӈрыԓтэԓя/*гайӄытаӈрыԓтэԓя$
   ^1/*1$ ^гайӄытаӈарычга/*гайӄытаӈарычга$
   ^1/*1$ ^гайъэԓга/*гайъэԓга$
   ^1/*1$ ^гагчыръогъэ/*гагчыръогъэ$
   ^1/*1$ ^гагчывэнпыгъэ/*гагчывэнпыгъэ$
   ^1/*1$ ^гагчавыԓьатыӈогъэ/*гагчавыԓьатыӈогъэ$
   ^1/*1$ ^гагтыӄамэтваԓенат/*гагтыӄамэтваԓенат$
   ^1/*1$ ^гагтынӄэтԓьавԓен/*гагтынӄэтԓьавԓен$
   ^1/*1$ ^гагтынкоргаватԓен/*гагтынкоргаватԓен$
   ^1/*1$ ^гагтыкоргавԓен/*гагтыкоргавԓен$
   ^1/*1$ ^гагтыквыӈӈоԓен/*гагтыквыӈӈоԓен$
   ^1/*1$ ^гагтывайманатԓенат/*гагтывайманатԓенат$
   ^1/*1$ ^гагтъэватԓен/*гагтъэватԓен$
   ^1/*1$ ^гагторатваԓен/*гагторатваԓен$
   ^1/*1$ ^гагрыноӈавԓен/*гагрыноӈавԓен$
   ^1/*1$ ^гавэръэпыръоԓенат/*гавэръэпыръоԓенат$
   ^1/*1$ ^г/*г$
   ^1/*1$ ^вэԓёмгъат/*вэԓёмгъат$
   ^1/*1$ ^вэԓынкыӄунэтури/*вэԓынкыӄунэтури$
   ^1/*1$ ^вэԓынкыӄунэйгыт/*вэԓынкыӄунэйгыт$
   ^1/*1$ ^вэԓет/*вэԓет$
   ^1/*1$ ^вэԓесӄун/*вэԓесӄун$
   ^1/*1$ ^вэӄучин/*вэӄучин$
   ^1/*1$ ^вээмынныт/*вээмынныт$
   ^1/*1$ ^вэчыӈ/*вэчыӈ$
   ^1/*1$ ^вэтгыргыӈ/*вэтгыргыӈ$
   ^1/*1$ ^вэтгынԓягъэ/*вэтгынԓягъэ$
   ^1/*1$ ^вэтгавчетыӈогъат/*вэтгавчетыӈогъат$
   ^1/*1$ ^вэтгавкы/*вэтгавкы$
   ^1/*1$ ^вэрин/*вэрин$
   ^1/*1$ ^вэривриԓӄын/*вэривриԓӄын$
   ^1/*1$ ^вэнвэпы/*вэнвэпы$
   ^1/*1$ ^вэкуԓӄиквъи/*вэкуԓӄиквъи$
   ^1/*1$ ^вэк/*вэк$
   ^1/*1$ ^вэгыԓкуткунин/*вэгыԓкуткунин$
   ^1/*1$ ^вэвтываԓяӄай/*вэвтываԓяӄай$
   ^1/*1$ ^вэвтываԓята/*вэвтываԓята$
   ^1/*1$ ^вэвватыӈогъэ/*вэвватыӈогъэ$
   ^1/*1$ ^выԓгыӄаӈокэргыпгъэ/*выԓгыӄаӈокэргыпгъэ$
   ^1/*1$ ^выԓгыӄаанматыӈогъат/*выԓгыӄаанматыӈогъат$
   ^1/*1$ ^выячьатык/*выячьатык$
   ^1/*1$ ^вычгыпъюук/*вычгыпъюук$
   ^1/*1$ ^вытырапчеӄаԓгыӄай/*вытырапчеӄаԓгыӄай$
   ^1/*1$ ^вытрэԓӄатгъэ/*вытрэԓӄатгъэ$
   ^1/*1$ ^вытрэԓӄатгъат/*вытрэԓӄатгъат$
   ^1/*1$ ^вытрыӈ/*вытрыӈ$
   ^1/*1$ ^выткукинэт/*выткукинэт$
   ^1/*1$ ^вытгытрак/*вытгытрак$
   ^1/*1$ ^высӄэтгъэт/*высӄэтгъэт$
   ^1/*1$ ^высӄытваԓьэгыт/*высӄытваԓьэгыт$
   ^1/*1$ ^вынвэ/*вынвэ$
   ^1/*1$ ^выквэпойгывытрын/*выквэпойгывытрын$
   ^1/*1$ ^выквэн/*выквэн$
   ^1/*1$ ^выквычгын/*выквычгын$
   ^1/*1$ ^выквыт/*выквыт$
   ^1/*1$ ^выквыныттатык/*выквыныттатык$
   ^1/*1$ ^выквийӈыт/*выквийӈыт$
   ^1/*1$ ^въэрамкэпы/*въэрамкэпы$
   ^1/*1$ ^въэрамкытыԓянвыеквэ/*въэрамкытыԓянвыеквэ$
   ^1/*1$ ^въэйэвиръыԓьын/*въэйэвиръыԓьын$
   ^1/*1$ ^въиԓьырэмкык/*въиԓьырэмкык$
   ^1/*1$ ^въичыку/*въичыку$
   ^1/*1$ ^въисӄивыркыт/*въисӄивыркыт$
   ^1/*1$ ^въирэмкык/*въирэмкык$
   ^1/*1$ ^вуԓӄытвиԓьын/*вуԓӄытвиԓьын$
   ^1/*1$ ^вуԓӄыгиӈэтгъи/*вуԓӄыгиӈэтгъи$
   ^1/*1$ ^вуԓкытвик/*вуԓкытвик$
   ^1/*1$ ^вусӄысӄын/*вусӄысӄын$
   ^1/*1$ ^вувчеԓкак/*вувчеԓкак$
   ^1/*1$ ^воԓӄытвэма/*воԓӄытвэма$
   ^1/*1$ ^воԓкытвэӈӈок/*воԓкытвэӈӈок$
   ^1/*1$ ^восӄычгатык/*восӄычгатык$
   ^1/*1$ ^восӄымчыкойӈын/*восӄымчыкойӈын$
   ^1/*1$ ^восӄыгэнэты/*восӄыгэнэты$
   ^1/*1$ ^вок/*вок$
   ^1/*1$ ^виԓюӄэгти/*виԓюӄэгти$
   ^1/*1$ ^виԓют/*виԓют$
   ^1/*1$ ^виԓю/*виԓю$
   ^1/*1$ ^виԓетыпԓыткуԓекы/*виԓетыпԓыткуԓекы$
   ^1/*1$ ^витъэ/*витъэ$
   ^1/*1$ ^винвырэгъи/*винвырэгъи$
   ^1/*1$ ^винвыгитэсӄивнин/*винвыгитэсӄивнин$
   ^1/*1$ ^ваԓячга/*ваԓячга$
   ^1/*1$ ^ваԓьэгым/*ваԓьэгым$
   ^1/*1$ ^ваԓьыӄагтэ/*ваԓьыӄагтэ$
   ^1/*1$ ^ваԓьатыркын/*ваԓьатыркын$
   ^1/*1$ ^ваԓьатык/*ваԓьатык$
   ^1/*1$ ^ваӈӄасӄорӄааӈы/*ваӈӄасӄорӄааӈы$
   ^1/*1$ ^ваӈкасӄор/*ваӈкасӄор$
   ^1/*1$ ^ваӄъогъэ/*ваӄъогъэ$
   ^1/*1$ ^ватомгын/*ватомгын$
   ^1/*1$ ^ванэвэн/*ванэвэн$
   ^1/*1$ ^вакъоян/*вакъоян$
   ^1/*1$ ^вакоԓкэвэты/*вакоԓкэвэты$
   ^1/*1$ ^вайыӈкы/*вайыӈкы$
   ^1/*1$ ^вайынкы/*вайынкы$
   ^1/*1$ ^вайкынаԓьын/*вайкынаԓьын$
   ^1/*1$ ^вагыԓытваԓьын/*вагыԓытваԓьын$
   ^1/*1$ ^вааммэмԓычыкойпы/*вааммэмԓычыкойпы$
   ^1/*1$ ^ваамйынройгыӈӄач/*ваамйынройгыӈӄач$
   ^1/*1$ ^аԓьэӄатыԓьатык/*аԓьэӄатыԓьатык$
   ^1/*1$ ^аԓьэӄатыԓьатгъэ/*аԓьэӄатыԓьатгъэ$
   ^1/*1$ ^аԓымыӈ/*аԓымыӈ$
   ^1/*1$ ^аԓгэӄыԓматка/*аԓгэӄыԓматка$
   ^1/*1$ ^аԓгээкэрэпаԓгыткынык/*аԓгээкэрэпаԓгыткынык$
   ^1/*1$ ^аԓгээкэрэпаԓгын/*аԓгээкэрэпаԓгын$
   ^1/*1$ ^аԓван/*аԓван$
   ^1/*1$ ^аԓвайпы/*аԓвайпы$
   ^1/*1$ ^аӈӄачормыеквэк/*аӈӄачормыеквэк$
   ^1/*1$ ^аӈӄатаароӈэчго/*аӈӄатаароӈэчго$
   ^1/*1$ ^аӈӄатаароӈкы/*аӈӄатаароӈкы$
   ^1/*1$ ^аӈӄаеквэ/*аӈӄаеквэ$
   ^1/*1$ ^аӈӄаараргыргык/*аӈӄаараргыргык$
   ^1/*1$ ^аӈатԓыӈыӄай/*аӈатԓыӈыӄай$
   ^1/*1$ ^аӈарӄэргыӄай/*аӈарӄэргыӄай$
   ^1/*1$ ^аӈарпэраӄай/*аӈарпэраӄай$
   ^1/*1$ ^аӄытчеракэгты/*аӄытчеракэгты$
   ^1/*1$ ^аӄамэтвакыԓьэгыт/*аӄамэтвакыԓьэгыт$
   ^1/*1$ ^аёпкэгты/*аёпкэгты$
   ^1/*1$ ^аярака/*аярака$
   ^1/*1$ ^аягнакыԓьэн/*аягнакыԓьэн$
   ^1/*1$ ^аяака/*аяака$
   ^1/*1$ ^ачьэӄрамкэты/*ачьэӄрамкэты$
   ^1/*1$ ^ачьэӄрамкык/*ачьэӄрамкык$
   ^1/*1$ ^ачьыԓьийӈыт/*ачьыԓьийӈыт$
   ^1/*1$ ^аченрыгчаткыԓьэн/*аченрыгчаткыԓьэн$
   ^1/*1$ ^ачек/*ачек$
   ^1/*1$ ^атԓьакыԓьэн/*атԓьакыԓьэн$
   ^1/*1$ ^атэркынтавытрыка/*атэркынтавытрыка$
   ^1/*1$ ^атытԓынпыкыԓьэнат/*атытԓынпыкыԓьэнат$
   ^1/*1$ ^атынвэпы/*атынвэпы$
   ^1/*1$ ^атымӈъатчака/*атымӈъатчака$
   ^1/*1$ ^атчыԓьыт/*атчыԓьыт$
   ^1/*1$ ^атчытванвыԓӄыԓ/*атчытванвыԓӄыԓ$
   ^1/*1$ ^ат/*ат$
   ^1/*1$ ^арынгыпчетка/*арынгыпчетка$
   ^1/*1$ ^арооԓкыԓка/*арооԓкыԓка$
   ^1/*1$ ^армаӈ/*армаӈ$
   ^1/*1$ ^армачьыӄԓявыԓен/*армачьыӄԓявыԓен$
   ^1/*1$ ^армачьырагты/*армачьырагты$
   ^1/*1$ ^арачвыӈкыԓьэнат/*арачвыӈкыԓьэнат$
   ^1/*1$ ^апԓывэтгавкыԓьыӄай/*апԓывэтгавкыԓьыӄай$
   ^1/*1$ ^апаӈъэвкэгты/*апаӈъэвкэгты$
   ^1/*1$ ^апаӄатԓыткоръогъат/*апаӄатԓыткоръогъат$
   ^1/*1$ ^апаӄатԓыткогъэ/*апаӄатԓыткогъэ$
   ^1/*1$ ^апаӄатԓынэн/*апаӄатԓынэн$
   ^1/*1$ ^апаткэгты/*апаткэгты$
   ^1/*1$ ^анӈэнаԓӄотгъэ/*анӈэнаԓӄотгъэ$
   ^1/*1$ ^анӈэнаԓьын/*анӈэнаԓьын$
   ^1/*1$ ^анӈэнапэнрынэн/*анӈэнапэнрынэн$
   ^1/*1$ ^анӈытвак/*анӈытвак$
   ^1/*1$ ^анӈынтогъэ/*анӈынтогъэ$
   ^1/*1$ ^анӈатторагъэ/*анӈатторагъэ$
   ^1/*1$ ^анэчгэттавка/*анэчгэттавка$
   ^1/*1$ ^аныӈан/*аныӈан$
   ^1/*1$ ^аныӄун/*аныӄун$
   ^1/*1$ ^анынтонатка/*анынтонатка$
   ^1/*1$ ^анванӈыкэмэмыԓ/*анванӈыкэмэмыԓ$
   ^1/*1$ ^ан/*ан$
   ^1/*1$ ^амӈыԓёԓьатка/*амӈыԓёԓьатка$
   ^1/*1$ ^амӈаԓгыԓ/*амӈаԓгыԓ$
   ^1/*1$ ^амӄынъычокэнак/*амӄынъычокэнак$
   ^1/*1$ ^амӄаԓмэты/*амӄаԓмэты$
   ^1/*1$ ^амэчы/*амэчы$
   ^1/*1$ ^амэтъо/*амэтъо$
   ^1/*1$ ^амэвычаӈэръа/*амэвычаӈэръа$
   ^1/*1$ ^амыԓӄыкваянвэты/*амыԓӄыкваянвэты$
   ^1/*1$ ^амыԓвавкы/*амыԓвавкы$
   ^1/*1$ ^амынӄэната/*амынӄэната$
   ^1/*1$ ^амынйыӄытчова/*амынйыӄытчова$
   ^1/*1$ ^амыгтынпава/*амыгтынпава$
   ^1/*1$ ^амъэнныкагыргык/*амъэнныкагыргык$
   ^1/*1$ ^амчаатӄай/*амчаатӄай$
   ^1/*1$ ^амтаӈэнъыянвэн/*амтаӈэнъыянвэн$
   ^1/*1$ ^амтаӈъянва/*амтаӈъянва$
   ^1/*1$ ^амрон/*амрон$
   ^1/*1$ ^амрачыко/*амрачыко$
   ^1/*1$ ^амрак/*амрак$
   ^1/*1$ ^ампойга/*ампойга$
   ^1/*1$ ^ампамъяԓьын/*ампамъяԓьын$
   ^1/*1$ ^амноӈынпыначгыӄай/*амноӈынпыначгыӄай$
   ^1/*1$ ^амноӈчыгайыткынэты/*амноӈчыгайыткынэты$
   ^1/*1$ ^амноныӈӄач/*амноныӈӄач$
   ^1/*1$ ^аммытԓёта/*аммытԓёта$
   ^1/*1$ ^аммынга/*аммынга$
   ^1/*1$ ^амкытгынта/*амкытгынта$
   ^1/*1$ ^амкытаӈъаԓята/*амкытаӈъаԓята$
   ^1/*1$ ^амкоргэты/*амкоргэты$
   ^1/*1$ ^амйыӄытчота/*амйыӄытчота$
   ^1/*1$ ^амгэвэгты/*амгэвэгты$
   ^1/*1$ ^амгынотъыԓётагнэты/*амгынотъыԓётагнэты$
   ^1/*1$ ^амгынонрыногыргэпы/*амгынонрыногыргэпы$
   ^1/*1$ ^амваамэты/*амваамэты$
   ^1/*1$ ^амачьийӈыт/*амачьийӈыт$
   ^1/*1$ ^амарычгытваԓьатык/*амарычгытваԓьатык$
   ^1/*1$ ^аманвэтгаваткэта/*аманвэтгаваткэта$
   ^1/*1$ ^амайыԓга/*амайыԓга$
   ^1/*1$ ^ам/*ам$
   ^1/*1$ ^акыԓгыпэнраткыԓьэн/*акыԓгыпэнраткыԓьэн$
   ^1/*1$ ^аккантогъэ/*аккантогъэ$
   ^1/*1$ ^акватӄамэтваӄэн/*акватӄамэтваӄэн$
   ^1/*1$ ^акватыӈӈок/*акватыӈӈок$
   ^1/*1$ ^акватчагъат/*акватчагъат$
   ^1/*1$ ^айыԓгавыӈогъат/*айыԓгавыӈогъат$
   ^1/*1$ ^айытрыԓьовкыԓьэнат/*айытрыԓьовкыԓьэнат$
   ^1/*1$ ^айытратка/*айытратка$
   ^1/*1$ ^айпыткотыԓяма/*айпыткотыԓяма$
   ^1/*1$ ^айгоонкэнат/*айгоонкэнат$
   ^1/*1$ ^айвэкэн/*айвэкэн$
   ^1/*1$ ^айвачыӈ/*айвачыӈ$
   ^1/*1$ ^айваната/*айваната$
   ^1/*1$ ^айванармачьын/*айванармачьын$
