^2606/*2606$ ^./.<sent>$
   ^1/*1$ ^кэркэр/кэркэр<n><sg><abs>$
   ^1/*1$ ^кэпыԓ/*кэпыԓ$
   ^1/*1$ ^кэнъутэ/канъоԓгын<n><erg>/канъоԓгын<n><pl><abs>/канъоԓгын<n><px3pl><abs>$
   ^1/*1$ ^кэмчичетыԓьын/*кэмчичетыԓьын$
   ^1/*1$ ^кэмчичетгъи/кэмчичетык<v><iv><neut><aor><s_sg2>/кэмчичетык<v><iv><neut><aor><s_sg3>$
   ^1/*1$ ^кэмаквыргын/кэмаквыргын<n><px3sg><abs>/кэмаквыргын<n><sg><abs>$
   ^1/*1$ ^кэйӈыйичьэмиттумгэ/*кэйӈыйичьэмиттумгэ$
   ^1/*1$ ^кэймитыԓьу/*кэймитыԓьу$
   ^1/*1$ ^кэгынмэ/кагынмыԓгын<n><erg>/кэгынмын<n><erg>$
   ^1/*1$ ^кэгынмиԓгын/*кэгынмиԓгын$
   ^1/*1$ ^кыԓԓытык/*кыԓԓытык$
   ^1/*1$ ^кыԓьугыткы/*кыԓьугыткы$
   ^1/*1$ ^кыԓгытвэтгъэт/кыԓгытвык<v><iv><th><neut><aor><s_pl3>/кыԓгытвэтык<v><iv><neut><aor><s_pl3>$
   ^1/*1$ ^кыԓгыпэнрынэн/*кыԓгыпэнрынэн$
   ^1/*1$ ^кыԓвынин/*кыԓвынин$
   ^1/*1$ ^кыёԓгычагъат/*кыёԓгычагъат$
   ^1/*1$ ^кыёԓгыръогъат/кыёԓгык<v><iv><coop_s><neut><aor><s_pl3>$
   ^1/*1$ ^кыёпатгынат/*кыёпатгынат$
   ^1/*1$ ^кыявыӈогъэ/*кыявыӈогъэ$
   ^1/*1$ ^кычьымэквъи/*кычьымэквъи$
   ^1/*1$ ^кытэӈупчивыркыниткы/*кытэӈупчивыркыниткы$
   ^1/*1$ ^кытэ/кыткыт<n><erg>/кытэкин<adj><3sg>/кытэ<adv>$
   ^1/*1$ ^кытыйгыръогъэ/*кытыйгыръогъэ$
   ^1/*1$ ^кытыгтываԓяркыԓягъэ/*кытыгтываԓяркыԓягъэ$
   ^1/*1$ ^кыттэԓетгъи/*кыттэԓетгъи$
   ^1/*1$ ^кыттанӈо/*кыттанӈо$
   ^1/*1$ ^кытооркэн/*кытооркэн$
   ^1/*1$ ^кытгынтыӄаврыткын/*кытгынтыӄаврыткын$
   ^1/*1$ ^кытгынтырасӄэквъэ/*кытгынтырасӄэквъэ$
   ^1/*1$ ^кытгынтыпкэрэ/*кытгынтыпкэрэ$
   ^1/*1$ ^кытгынтынтогъэ/*кытгынтынтогъэ$
   ^1/*1$ ^кытгынтынтогъат/*кытгынтынтогъат$
   ^1/*1$ ^кытгынтыйъонэн/*кытгынтыйъонэн$
   ^1/*1$ ^кытгынтата/кытгынтатык<v><iv><vb>/кытгынтатык<v><tv><vb>$
   ^1/*1$ ^кытгынтакватгъэ/кытгынтакватык<v><iv><neut><aor><s_sg2>/кытгынтакватык<v><iv><neut><aor><s_sg3>$
   ^1/*1$ ^кытгынтакванма/кытгынтакватык<v><iv><gna_sim>$
   ^1/*1$ ^кытвыԓӄун/*кытвыԓӄун$
   ^1/*1$ ^кытайыԓго/*кытайыԓго$
   ^1/*1$ ^кыргэпо/*кыргэпо$
   ^1/*1$ ^кырвэчкаӈынвыт1/*кырвэчкаӈынвыт1$
   ^1/*1$ ^кыпчевынэн/*кыпчевынэн$
   ^1/*1$ ^кынэԓгыԓӄык/*кынэԓгыԓӄык$
   ^1/*1$ ^кынъунин/кынъук<v><tv><neut><aor><a_sg3><o_sg3>$
   ^1/*1$ ^кынныԓьын/*кынныԓьын$
   ^1/*1$ ^кыннымыркъав/*кыннымыркъав$
   ^1/*1$ ^кынмайпы/*кынмайпы$
   ^1/*1$ ^кынвиԓгытык/*кынвиԓгытык$
   ^1/*1$ ^кымъэтгъи/кымъэтык<v><iv><neut><aor><s_sg2>/кымъэтык<v><iv><neut><aor><s_sg3>$
   ^1/*1$ ^кымъэ/*кымъэ$
   ^1/*1$ ^кымъыԓгын/*кымъыԓгын$
   ^1/*1$ ^кымъукэтысӄычетгъи/*кымъукэтысӄычетгъи$
   ^1/*1$ ^кымчекыԓгын/*кымчекыԓгын$
   ^1/*1$ ^кымчеккэн/*кымчеккэн$
   ^1/*1$ ^кымиӈэтыԓьэ/*кымиӈэтыԓьэ$
   ^1/*1$ ^кымиӈэтгъэт/кымиӈэтык<v><iv><neut><aor><s_pl3>$
   ^1/*1$ ^кымиӈэ/*кымиӈэ$
   ^1/*1$ ^кымиӈык/*кымиӈык$
   ^1/*1$ ^кымгытычьэннинэт/*кымгытычьэннинэт$
   ^1/*1$ ^кыкэ/кыкэ<ij>$
   ^1/*1$ ^кыкватчемэръатгъэ/*кыкватчемэръатгъэ$
   ^1/*1$ ^кыкватрэпаԓгытъоԓен/*кыкватрэпаԓгытъоԓен$
   ^1/*1$ ^кыеквъи/*кыеквъи$
   ^1/*1$ ^кыевинэӈу/*кыевинэӈу$
   ^1/*1$ ^кывнотакэн/*кывнотакэн$
   ^1/*1$ ^кываԓьо/*кываԓьо$
   ^1/*1$ ^кы/*кы$
   ^1/*1$ ^къэԓиӄэй/къэԓи<n><dim><sg><abs>$
   ^1/*1$ ^къэԓи/къэԓи<n><sg><abs>$
   ^1/*1$ ^къоотӄагтэ/*къоотӄагтэ$
   ^1/*1$ ^къатчагэ/*къатчагэ$
   ^1/*1$ ^къарэԓьо/*къарэԓьо$
   ^1/*1$ ^куԓтэк/коԓтаԓгын<n><loc>$
   ^1/*1$ ^куԓиӄуԓ/*куԓиӄуԓ$
   ^1/*1$ ^кургъи/курык<v><iv><neut><aor><s_sg2>/курык<v><iv><neut><aor><s_sg3>$
   ^1/*1$ ^кунин/кук<v><tv><neut><aor><a_sg3><o_sg3>$
   ^1/*1$ ^кукэӈынрэтгъи/*кукэӈынрэтгъи$
   ^1/*1$ ^кукэӈы/кукэӈы<n><sg><abs>$
   ^1/*1$ ^кувԓыткугъи/кувԓыткук<v><iv><neut><aor><s_sg2>/кувԓыткук<v><iv><neut><aor><s_sg3>$
   ^1/*1$ ^коԓеяӈаӈӄач/*коԓеяӈаӈӄач$
   ^1/*1$ ^коӈычгъаачеграмкын/*коӈычгъаачеграмкын$
   ^1/*1$ ^коргыянва/*коргыянва$
   ^1/*1$ ^коргъаачек/*коргъаачек$
   ^1/*1$ ^корго/*корго$
   ^1/*1$ ^коргаво/коргав<n><ess>$
   ^1/*1$ ^коракыԓьыт/*коракыԓьыт$
   ^1/*1$ ^коныры/*коныры$
   ^1/*1$ ^кой/*кой$
   ^1/*1$ ^киԓьуткуркын/*киԓьуткуркын$
   ^1/*1$ ^кинэймитги/*кинэймитги$
   ^1/*1$ ^киквъэт/*киквъэт$
   ^1/*1$ ^кивыйгут/*кивыйгут$
   ^1/*1$ ^кивкы/*кивкы$
   ^1/*1$ ^кивийгут/*кивийгут$
   ^1/*1$ ^каԓьаӄԓявыԓ/*каԓьаӄԓявыԓ$
   ^1/*1$ ^каԓьамооԓьийӈын/*каԓьамооԓьийӈын$
   ^1/*1$ ^каԓьайӈэн/*каԓьайӈэн$
   ^1/*1$ ^каԓьайӈыт/*каԓьайӈыт$
   ^1/*1$ ^каԓьайӈык/*каԓьайӈык$
   ^1/*1$ ^каԓьайӈа/*каԓьайӈа$
   ^1/*1$ ^каԓьайпы/*каԓьайпы$
   ^1/*1$ ^каԓьайнын/*каԓьайнын$
   ^1/*1$ ^каԓьайна/*каԓьайна$
   ^1/*1$ ^каӈъовытычгын/*каӈъовытычгын$
   ^1/*1$ ^каӈонаӈантогъэ/*каӈонаӈантогъэ$
   ^1/*1$ ^катамӄаматкынык/*катамӄаматкынык$
   ^1/*1$ ^катамырыгтыԓянвык/*катамырыгтыԓянвык$
   ^1/*1$ ^катамтыԓянво/*катамтыԓянво$
   ^1/*1$ ^капчачавык/капчачавык<v><iv><gna_ant>/капчачавык<v><iv><inf>$
   ^1/*1$ ^камԓеԓын/кэмԓиԓык<v><iv><ger><sg><abs>/кэмԓиԓык<v><tv><ger><sg><abs>$
   ^1/*1$ ^камэтваӈӈок/*камэтваӈӈок$
   ^1/*1$ ^камэйгатыԓьатгъат/*камэйгатыԓьатгъат$
   ^1/*1$ ^камаграԓьатыӈогъэ/*камаграԓьатыӈогъэ$
   ^1/*1$ ^камаграркын/камаграк<v><iv><prog><aor><s_sg2>/камаграк<v><iv><prog><aor><s_sg3>/камаграк<v><tv><prog><aor><a_sg2><o_sg3>$
   ^1/*1$ ^камаграк/камаграк<v><iv><gna_ant>/камаграк<v><iv><inf>$
   ^1/*1$ ^какомэй/*какомэй$
   ^1/*1$ ^кайӈэты/кэйӈын<n><all>$
   ^1/*1$ ^кайӈыйӈын/*кайӈыйӈын$
   ^1/*1$ ^кагычгаянвык/*кагычгаянвык$
   ^1/*1$ ^кагмаԓенэн/*кагмаԓенэн$
   ^1/*1$ ^кавтычгок/кавтычгок<v><iv><gna_ant>/кавтычгок<v><iv><inf>$
   ^1/*1$ ^каврасӄэквъэ/*каврасӄэквъэ$
   ^1/*1$ ^каврагъат/каврак<v><iv><neut><aor><s_pl3>$
   ^1/*1$ ^каарачыко/*каарачыко$
   ^1/*1$ ^кааран/кааран<n><sg><abs>$
   ^1/*1$ ^йыԓӄэтыркын/йыԓӄэтык<v><iv><prog><aor><s_sg2>/йыԓӄэтык<v><iv><prog><aor><s_sg3>/йыԓӄэтык<v><tv><prog><aor><a_sg2><o_sg3>/йыԓӄэтыԓьын<v><iv><prog><aor><s_sg2>/йыԓӄэтыԓьын<v><iv><prog><aor><s_sg3>$
   ^1/*1$ ^йыԓӄэтык/йыԓӄэтык<v><iv><gna_ant>/йыԓӄэтык<v><iv><inf>/йыԓӄэтыԓьын<v><iv><gna_ant>/йыԓӄэтыԓьын<v><iv><inf>$
   ^1/*1$ ^йыԓӄэтгъэт/йыԓӄэтык<v><iv><neut><aor><s_pl3>$
   ^1/*1$ ^йыԓӄысӄиквъэт/*йыԓӄысӄиквъэт$
   ^1/*1$ ^йыԓӄысӄиквъи/*йыԓӄысӄиквъи$
   ^1/*1$ ^йыԓӄыма/йыԓӄыԓьын<v><iv><gna_sim>$
   ^1/*1$ ^йыԓӄатыӈӈогъат/*йыԓӄатыӈӈогъат$
   ^1/*1$ ^йыԓьёԓӄыԓтэ/йыԓык<v><tv><ptcp><pass><nmzr><pl><abs>/йыԓык<v><tv><ptcp><pass><nmzr><px3pl><abs>$
   ^1/*1$ ^йыԓьёттэ/йыԓык<v><tv><ptcp><pass><aa><pl><abs>/йыԓык<v><tv><ptcp><pass><aa><px3pl><abs>$
   ^1/*1$ ^йыԓкыԓьын/*йыԓкыԓьын$
   ^1/*1$ ^йыӈагтоԓӄыԓчыӈыт/*йыӈагтоԓӄыԓчыӈыт$
   ^1/*1$ ^йыӄэԓьу/*йыӄэԓьу$
   ^1/*1$ ^йытыткуйвынинэт/йытык<v><tv><ap2><coop_o><neut><aor><a_sg3><o_pl3>/йытык<v><tv><iter><coop_o><neut><aor><a_sg3><o_pl3>/йытык<v><tv><utilit><coop_o><neut><aor><a_sg3><o_pl3>/йытыткук<v><tv><coop_o><neut><aor><a_sg3><o_pl3>$
   ^1/*1$ ^йытык/йытык<v><iv><gna_ant>/йытык<v><iv><inf>$
   ^1/*1$ ^йытоёт/*йытоёт$
   ^1/*1$ ^йыръэннин/йыръэтык<v><tv><neut><aor><a_sg3><o_sg3>$
   ^1/*1$ ^йыръыԓьыт/йыръыйыр<n><rel_n><pl><abs>/йыръыйыр<n><rel_n><px3pl><abs>$
   ^1/*1$ ^йыръыт/йыръыйыр<n><pl><abs>/йыръыйыр<n><px3pl><abs>$
   ^1/*1$ ^йыркыӄэыʼԓьянвэты/*йыркыӄэыʼԓьянвэты$
   ^1/*1$ ^йыпэк/*йыпэк$
   ^1/*1$ ^йыпэйгут/*йыпэйгут$
   ^1/*1$ ^йыпык/йыпык<v><iv><gna_ant>/йыпык<v><iv><inf>$
   ^1/*1$ ^йыныткынык/*йыныткынык$
   ^1/*1$ ^йынымнэн/*йынымнэн$
   ^1/*1$ ^йынрэԓгык/*йынрэԓгык$
   ^1/*1$ ^йынройгыӈӄачагты/йынройгын<n><side><all>$
   ^1/*1$ ^йынройгыткынгыпы/йынройгын<n><top><abl>$
   ^1/*1$ ^йынройгын/йынройгын<n><px3sg><abs>/йынройгын<n><sg><abs>$
   ^1/*1$ ^йынройгык/йынройгын<n><loc>$
   ^1/*1$ ^йынйына/*йынйына$
   ^1/*1$ ^йынаннэнат/йынатык<v><tv><neut><aor><a_sg3><o_pl3>$
   ^1/*1$ ^йымэтваркыт/йымэк<v><iv><res><prog><aor><s_pl3>/йымэтвак<v><iv><prog><aor><s_pl3>$
   ^1/*1$ ^йъэԓыги/йъэԓыги<adv>$
   ^1/*1$ ^йъэԓгытомгэты/*йъэԓгытомгэты$
   ^1/*1$ ^йъэԓгытомгырагты/*йъэԓгытомгырагты$
   ^1/*1$ ^йъэԓгытомга/*йъэԓгытомга$
   ^1/*1$ ^йъэԓгийӈын/*йъэԓгийӈын$
   ^1/*1$ ^йъоркын/йъок<v><iv><prog><aor><s_sg2>/йъок<v><iv><prog><aor><s_sg3>/йъок<v><tv><prog><aor><a_sg2><o_sg3>$
   ^1/*1$ ^йъиԓгининик/*йъиԓгининик$
   ^1/*1$ ^йъииӄык/йъииӄ<n><loc>$
   ^1/*1$ ^йъарэпаԓгийӈын/*йъарэпаԓгийӈын$
   ^1/*1$ ^йъарымагты/*йъарымагты$
   ^1/*1$ ^йиԓьэрэмкык/*йиԓьэрэмкык$
   ^1/*1$ ^йиԓычерунинэт/*йиԓычерунинэт$
   ^1/*1$ ^йичьэмрэтти/йичьэмрэт<n><pl><abs>/йичьэмрэт<n><px3pl><abs>$
   ^1/*1$ ^йичьэмрэт/йичьэмрэт<n><sg><abs>$
   ^1/*1$ ^йичьэмиттумгыт/йичьэмиттумгын<n><pl><abs>/йичьэмиттумгын<n><px3pl><abs>$
   ^1/*1$ ^йичьэмиттумгык/йичьэмиттумгын<n><loc>$
   ^1/*1$ ^йичьэмитйыръыт/*йичьэмитйыръыт$
   ^1/*1$ ^йигйит/*йигйит$
   ^1/*1$ ^иԓюԓыԓьэтгъи/*иԓюԓыԓьэтгъи$
   ^1/*1$ ^иԓюкэ/*иԓюкэ$
   ^1/*1$ ^иԓьуткуԓьын/*иԓьуткуԓьын$
   ^1/*1$ ^иԓьуткуркын/*иԓьуткуркын$
   ^1/*1$ ^иԓьуткук/*иԓьуткук$
   ^1/*1$ ^иԓкэ/иԓыиԓ<n><prv>$
   ^1/*1$ ^иԓкин/иԓыиԓ<n><rel><sg><abs>$
   ^1/*1$ ^иԓгэннин/иԓгэтык<v><tv><neut><aor><a_sg3><o_sg3>$
   ^1/*1$ ^иԓгыԓиԓит/*иԓгыԓиԓит$
   ^1/*1$ ^иԓгыыʼттъын/*иԓгыыʼттъын$
   ^1/*1$ ^иԓгыпэ/*иԓгыпэ$
   ^1/*1$ ^итӄыевыԓьыт/итӄыевыӄ<v><iv><ptcp><act><pl><abs>/итӄыевыӄ<v><iv><ptcp><act><px3pl><abs>$
   ^1/*1$ ^итыԓьэтык/*итыԓьэтык$
   ^1/*1$ ^итыԓьэ/*итыԓьэ$
   ^1/*1$ ^итыԓьыт/*итыԓьыт$
   ^1/*1$ ^итыркынитык/итык<v><iv><prog><aor><s_pl2>$
   ^1/*1$ ^ититгъэт/ититык<v><iv><neut><aor><s_pl3>$
   ^1/*1$ ^итгиԓгытъуԓти/итгиԓгын<n><prtt><pl><abs>/итгиԓгын<n><prtt><px3pl><abs>$
   ^1/*1$ ^итгиԓгыт/итгиԓгын<n><pl><abs>/итгиԓгын<n><px3pl><abs>$
   ^1/*1$ ^ирыԓьын/*ирыԓьын$
   ^1/*1$ ^иръыԓьын/иръын<n><rel_n><aa><ess>/иръын<n><rel_n><px3sg><abs>/иръын<n><rel_n><sg><abs>$
   ^1/*1$ ^иръыӄэй/иръын<n><dim><sg><abs>$
   ^1/*1$ ^иръытвыркын/иръытвык<v><iv><prog><aor><s_sg2>/иръытвык<v><iv><prog><aor><s_sg3>/иръытвык<v><tv><prog><aor><a_sg2><o_sg3>$
   ^1/*1$ ^иръытвынин/иръытвык<v><tv><neut><aor><a_sg3><o_sg3>$
   ^1/*1$ ^иръытвыкэ/иръытвык<v><iv><neg><hab><vb>/иръытвык<v><tv><neg><hab><vb>$
   ^1/*1$ ^иръытвыгъэт/иръытвык<v><iv><neut><aor><s_pl3>$
   ^1/*1$ ^иръыт/иръын<n><pl><abs>/иръын<n><px3pl><abs>$
   ^1/*1$ ^ипэрэӄыкэ/*ипэрэӄыкэ$
   ^1/*1$ ^ипэръэнут/*ипэръэнут$
   ^1/*1$ ^ипъэм/*ипъэм$
   ^1/*1$ ^инӄэн/*инӄэн$
   ^1/*1$ ^инӄун/*инӄун$
   ^1/*1$ ^инэԓьуркын/ԓьук<v><iv><ap><prog><aor><s_sg2>/ԓьук<v><iv><ap><prog><aor><s_sg3>/ԓьук<v><tv><ap><prog><aor><a_sg2><o_sg3>$
   ^1/*1$ ^инэԓьук/ԓьук<v><iv><ap><gna_ant>/ԓьук<v><iv><ap><inf>$
   ^1/*1$ ^инэԓгыркын/тыԓгык<v><iv><ap><prog><aor><s_sg2>/тыԓгык<v><iv><ap><prog><aor><s_sg3>/тыԓгык<v><tv><ap><prog><aor><a_sg2><o_sg3>/эԓгык<v><iv><ap><prog><aor><s_sg2>/эԓгык<v><iv><ap><prog><aor><s_sg3>/эԓгык<v><tv><ap><prog><aor><a_sg2><o_sg3>$
   ^1/*1$ ^инэԓгыгъи/тыԓгык<v><iv><ap><neut><aor><s_sg2>/тыԓгык<v><iv><ap><neut><aor><s_sg3>/эԓгык<v><iv><ap><neut><aor><s_sg2>/эԓгык<v><iv><ap><neut><aor><s_sg3>$
   ^1/*1$ ^инэӈэйпэк/*инэӈэйпэк$
   ^1/*1$ ^инэӈэгъэт/инэӈэк<v><iv><neut><aor><s_pl3>$
   ^1/*1$ ^инэтэӈынпэԓӄынтэквъи/*инэтэӈынпэԓӄынтэквъи$
   ^1/*1$ ^инэтэйкыкыԓьигыт/*инэтэйкыкыԓьигыт$
   ^1/*1$ ^инэткук/кук<v><iv><ap><gna_ant>/кук<v><iv><ap><inf>/тыкэк<v><iv><ap><consume><gna_ant>/тыкэк<v><iv><ap><consume><inf>$
   ^1/*1$ ^инэнԓьэтэткэ/рыԓьэтэтык<v><iv><ap><neg><hab><vb>/рыԓьэтэтык<v><tv><ap><neg><hab><vb>/ԓьэтык<v><iv><ap><caus><th><neg><hab><vb>/ԓьэтык<v><tv><ap><caus><th><neg><hab><vb>$
   ^1/*1$ ^инэнԓьуӈэтгъи/рыԓьуӈэтык<v><iv><ap><neut><aor><s_sg2>/рыԓьуӈэтык<v><iv><ap><neut><aor><s_sg3>$
   ^1/*1$ ^инэнӈивыгъи/*инэнӈивыгъи$
   ^1/*1$ ^инэнэювыԓьэ/*инэнэювыԓьэ$
   ^1/*1$ ^инэнъыԓиткуԓьын/ръыԓик<v><iv><ap><ap2><ptcp><act><aa><ess>/ръыԓик<v><iv><ap><ap2><ptcp><act><px3sg><abs>/ръыԓик<v><iv><ap><ap2><ptcp><act><sg><abs>/ръыԓик<v><iv><ap><iter><ptcp><act><aa><ess>/ръыԓик<v><iv><ap><iter><ptcp><act><px3sg><abs>/ръыԓик<v><iv><ap><iter><ptcp><act><sg><abs>/ръыԓик<v><iv><ap><utilit><ptcp><act><aa><ess>/ръыԓик<v><iv><ap><utilit><ptcp><act><px3sg><abs>/ръыԓик<v><iv><ap><utilit><ptcp><act><sg><abs>$
   ^1/*1$ ^инэнъегтэԓевыԓьигыт/*инэнъегтэԓевыԓьигыт$
   ^1/*1$ ^инэннынэчьувкыԓьинэт/*инэннынэчьувкыԓьинэт$
   ^1/*1$ ^инэнмэԓевэтыԓьын/инэнмэԓевэтыԓьын<n><px3sg><abs>/инэнмэԓевэтыԓьын<n><sg><abs>$
   ^1/*1$ ^инэнмэԓевэтичгыт/*инэнмэԓевэтичгыт$
   ^1/*1$ ^инэнинтыткукэ/ринтык<v><iv><ap><ap2><neg><hab><vb>/ринтык<v><iv><ap><iter><neg><hab><vb>/ринтык<v><iv><ap><utilit><neg><hab><vb>/ринтык<v><tv><ap><ap2><neg><hab><vb>/ринтык<v><tv><ap><iter><neg><hab><vb>/ринтык<v><tv><ap><utilit><neg><hab><vb>$
   ^1/*1$ ^инэнинтыткук/ринтык<v><iv><ap><ap2><gna_ant>/ринтык<v><iv><ap><ap2><inf>/ринтык<v><iv><ap><iter><gna_ant>/ринтык<v><iv><ap><iter><inf>/ринтык<v><iv><ap><utilit><gna_ant>/ринтык<v><iv><ap><utilit><inf>$
   ^1/*1$ ^инэнвинэвыԓьын/*инэнвинэвыԓьын$
   ^1/*1$ ^инэйпэԓьык/инэйпэк<v><iv><ptcp><act><loc>/инэйпэԓьын<n><loc>$
   ^1/*1$ ^инэгтивынинэт/*инэгтивынинэт$
   ^1/*1$ ^инэгнинтынин/*инэгнинтынин$
   ^1/*1$ ^инэвэнӈэтыԓьэтык/*инэвэнӈэтыԓьэтык$
   ^1/*1$ ^инэвэнӈэтыԓьэтгъэт/*инэвэнӈэтыԓьэтгъэт$
   ^1/*1$ ^инэвэнӈэтысӄиквъи/*инэвэнӈэтысӄиквъи$
   ^1/*1$ ^инэвэнӈэтгъи/*инэвэнӈэтгъи$
   ^1/*1$ ^инъыԓьэ/инъыкин<v><iv><ptcp><act><erg>/инъын<n><rel_n><erg>$
   ^1/*1$ ^инъыԓьыт/инъыкин<v><iv><ptcp><act><pl><abs>/инъыкин<v><iv><ptcp><act><px3pl><abs>/инъын<n><rel_n><pl><abs>/инъын<n><rel_n><px3pl><abs>$
   ^1/*1$ ^инъыԓьын/инъыкин<v><iv><ptcp><act><aa><ess>/инъыкин<v><iv><ptcp><act><px3sg><abs>/инъыкин<v><iv><ptcp><act><sg><abs>/инъын<n><rel_n><aa><ess>/инъын<n><rel_n><px3sg><abs>/инъын<n><rel_n><sg><abs>$
   ^1/*1$ ^инъытвигъи/*инъытвигъи$
   ^1/*1$ ^иниргиӈэтгъи/*иниргиӈэтгъи$
   ^1/*1$ ^иниргиӈытвынин/*иниргиӈытвынин$
   ^1/*1$ ^иниргиӈу/иниргиӈ<n><ess>$
   ^1/*1$ ^ининикыԓьин/*ининикыԓьин$
   ^1/*1$ ^ининик/ининик<v><iv><gna_ant>/ининик<v><iv><inf>$
   ^1/*1$ ^ининигъэт/ининик<v><iv><neut><aor><s_pl3>$
   ^1/*1$ ^имԓетыркын/*имԓетыркын$
   ^1/*1$ ^имырэӄычитык/*имырэӄычитык$
   ^1/*1$ ^имымиӈкыри/*имымиӈкыри$
   ^1/*1$ ^имтэнуйгын/*имтэнуйгын$
   ^1/*1$ ^имтитэ/имтик<v><iv><vb>/имтик<v><tv><vb>$
   ^1/*1$ ^им/*им$
   ^1/*1$ ^икык/икын<v><iv><gna_ant>/икын<v><iv><inf>$
   ^1/*1$ ^ииԓгын/*ииԓгын$
   ^1/*1$ ^ии/ии<part>$
   ^1/*1$ ^игыткин/*игыткин$
   ^1/*1$ ^ивыԓьэтыԓьэтыԓьын/*ивыԓьэтыԓьэтыԓьын$
   ^1/*1$ ^ивыпԓыткук/ивык<v><iv><compl><gna_ant>/ивык<v><iv><compl><inf>$
   ^1/*1$ ^ивык/ивык<v><iv><gna_ant>/ивык<v><iv><inf>$
   ^1/*1$ ^ивтыԓйиквитэ/*ивтыԓйиквитэ$
   ^1/*1$ ^ивтыԓин/ивтыԓ<n><poss><3sg><sg><abs>$
   ^1/*1$ ^ивнинпипиӄыԓгэкэй/*ивнинпипиӄыԓгэкэй$
   ^1/*1$ ^ивмэннин/*ивмэннин$
   ^1/*1$ ^ивкы/*ивкы$
   ^1/*1$ ^ивийгут/*ивийгут$
   ^1/*1$ ^ивгъэт/ивык<v><iv><neut><aor><s_pl3>$
   ^1/*1$ ^иʼрэԓӄытгъи/*иʼрэԓӄытгъи$
   ^1/*1$ ^иʼрэмъетыԓьэтгъи/*иʼрэмъетыԓьэтгъи$
   ^1/*1$ ^иʼнныпъик/иʼнныпъи<n><loc>$
   ^1/*1$ ^иʼгык/иʼгын<n><loc>$
   ^1/*1$ ^еԓгэ/*еԓгэ$
   ^1/*1$ ^еӈӄиеӄ/*еӈӄиеӄ$
   ^1/*1$ ^етыԓьыт/*етыԓьыт$
   ^1/*1$ ^етыԓьын/*етыԓьын$
   ^1/*1$ ^еттыԓеԓьыт/*еттыԓеԓьыт$
   ^1/*1$ ^ейвэчекэвкитэ/*ейвэчекэвкитэ$
   ^1/*1$ ^егэ/ягыԓгын<n><erg>$
   ^1/*1$ ^егытъуԓ/*егытъуԓ$
   ^1/*1$ ^егъентонэн/*егъентонэн$
   ^1/*1$ ^егтэԓыԓьигыт/*егтэԓыԓьигыт$
   ^1/*1$ ^егтэԓык/егтэԓык<v><iv><gna_ant>/егтэԓык<v><iv><inf>/егтэԓ<n><loc>$
   ^1/*1$ ^егичгэ/*егичгэ$
   ^1/*1$ ^егичгын/*егичгын$
   ^1/*1$ ^ев-о/*ев-о$
   ^1/*1$ ^ев-ев/ев-ев<ij>$
   ^1/*1$ ^ев/*ев$
   ^1/*1$ ^гэԓӄэгнэвԓин/*гэԓӄэгнэвԓин$
   ^1/*1$ ^гэԓӄытԓин/ӄытык<v><iv><stat><perf><s_sg3>/ӄытык<v><tv><stat><perf><o_sg3>$
   ^1/*1$ ^гэԓьэԓенръуԓинэт/*гэԓьэԓенръуԓинэт$
   ^1/*1$ ^гэԓьуԓинэт/ԓьук<v><iv><stat><perf><s_pl3>/ԓьук<v><tv><stat><perf><o_pl3>$
   ^1/*1$ ^гэԓьувыԓгыԓинэт/ԓьувыԓгык<v><iv><stat><perf><s_pl3>/ԓьувыԓгык<v><tv><stat><perf><o_pl3>$
   ^1/*1$ ^гэԓытъоԓыткынык/*гэԓытъоԓыткынык$
   ^1/*1$ ^гэԓпъиԓин/*гэԓпъиԓин$
   ^1/*1$ ^гэԓейвигыт/тыԓек<v><iv><coop_o><stat><perf><s_sg2>/тыԓек<v><tv><coop_o><stat><perf><a_1><o_pl2>/тыԓек<v><tv><coop_o><stat><perf><o_sg2>/эԓек<v><iv><coop_o><stat><perf><s_sg2>/эԓек<v><tv><coop_o><stat><perf><a_1><o_pl2>/эԓек<v><tv><coop_o><stat><perf><o_sg2>/ԓейвык<v><iv><stat><perf><s_sg2>/ԓейвык<v><tv><stat><perf><a_1><o_pl2>/ԓейвык<v><tv><stat><perf><o_sg2>$
   ^1/*1$ ^гэԓгэӈэӈытвиԓин/*гэԓгэӈэӈытвиԓин$
   ^1/*1$ ^гэԓгыԓинэт/тыԓгык<v><iv><stat><perf><s_pl3>/тыԓгык<v><tv><stat><perf><o_pl3>/эԓгык<v><iv><stat><perf><s_pl3>/эԓгык<v><tv><stat><perf><o_pl3>$
   ^1/*1$ ^гэԓгунмытэйкыԓин/*гэԓгунмытэйкыԓин$
   ^1/*1$ ^гэԓгиӄытчирэԓин/*гэԓгиӄытчирэԓин$
   ^1/*1$ ^гэԓгичеӈыттэтԓин/*гэԓгичеӈыттэтԓин$
   ^1/*1$ ^гэԓгитэӈтъымрымӈуԓъэтԓин/*гэԓгитэӈтъымрымӈуԓъэтԓин$
   ^1/*1$ ^гэԓгитэӈрымӈуԓинэт/*гэԓгитэӈрымӈуԓинэт$
   ^1/*1$ ^гэԓгитэнйыръэтԓин/*гэԓгитэнйыръэтԓин$
   ^1/*1$ ^гэԓгитчетигыт/*гэԓгитчетигыт$
